Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Due Date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Duplicate),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Custom field (Business Value),Custom field (Confidence Level),Custom field (Development),Custom field (Epic Link),Custom field (Raised During),Custom field (Rank),Sprint,Custom field (Test Sessions),Custom field (Testing Status),Custom field ([CHART] Date of First Response),Comment,Comment,Comment,Comment
Submit a question anonymously,CGAA-348,15166,Story,Closed,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,Fixed,,kay v,kay v,08/Jan/15 9:17 AM,12/Aug/15 2:23 PM,13/Feb/18 9:40 PM,12/Mar/15 4:05 AM,,,,0,,,"\# WARNING: This test adds a new question node.

Feature: Submitting a question anonymously        # Name of the feature
  In order to ask a question from Alice           # Benefit of the feature to the user
  As an anonymous user                            # User's role
  I need to be able to submit a new question node # What the feature actually is

  \# This one needs no browser nor API, so there are no @tags here.
  Scenario: Submitting a new question node as anonymous
    Given I am an anonymous user
    When I visit ""/node/add/question""
     And I fill in ""A test question from Behat"" for ""Subject""
     And I fill in ""My question is whether Behat works or not on this site"" for ""Question""
     And I select ""I'm not sure"" from ""Category""
     And I press ""Save""
    Then I should see the success message ""Question A test question from Behat has been created.""",,kay v,laci,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1=High,{},CGAA-113,,1|hzzpzr:,,,,2015-03-12 08:05:42.756,"12/Mar/15 4:05 AM;laci;This has been committed to gaacr1: [master 43c6793] First working Behat test, with test environment",12/Aug/15 2:23 PM;leslieg;fixed/done in prod,,
Health information sheets,CGAA-598,15697,Story,Closed,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,Done,kathlynw,leslieg,leslieg,19/Feb/15 9:46 AM,03/Aug/15 8:49 AM,13/Feb/18 9:40 PM,03/Aug/15 8:49 AM,,,,0,,,"Feature: consolidated writeups on a health topic

Scenario: site visitor reads
As a site visitor
I can find a consolidated writeup on a health topic and follow links to (local and online) resources
So that I have a brief overview along with a list of where to get help or additional information.

Scenario: site visitor shares / prints
As a site visitor needing to share information on a health topic
I can print or email the health information sheet
So that it is easy to use as a handout, saved file or email attachment.

Scenario (tentative*): licensee localizes resources
As a Go Ask Alice! licensee
I can change local resources mentioned in Health Information Sheets
so that my key audience sees geographically relevant services
*in workshop on Apr 23, someone mentioned resources would be removed from health information sheets or only used locally; if so, this scenario does not apply, and the Alice! team can choose whether they prefer to author PDFs and upload them vs. have the health information sheet content managed by the cms. --(KW) This user story is correct. We are planning to build the health information sheets so that licensees can add in their local resources. 

Scenario (tentative*): curate local and non-local resources
As a member of the Alice! team
I can mix on-campus, off-campus, online (website) resources and choose their order
since breaking them into separate groups may not add value for the reader
*this scenario may simply not be accurate, and mixing resources may have technical complexity; let's get a sense of the importance/accuracy of this scenario --(KW) this is a correct user story. ",,kathlynw,kay v,leslieg,,,,,,,,,,,CGAA-549,,,,,,,,,,,,,,,,,,3.0,2=Likely,{},CGAA-113,,1|i0000f:,,,,2015-04-28 23:20:00.736,"28/Apr/15 7:20 PM;kay v;Hi [~kathlynw] and [~amanda],

Would you mind reviewing the above user story and making corrections/additions right in the description field? We want to ensure we're planning appropriately for changes to health information sheets.

Once you've had a chance to review, would you mind dropping a note to us?

Thanks!",31/Jul/15 11:49 AM;kathlynw;Did we need to address this ticket any further?,31/Jul/15 1:37 PM;leslieg;Fact sheets have replaced the Health information sheets.  Our understanding is that Fact Sheets are sufficient for launch.  Please confirm.,"31/Jul/15 1:46 PM;kathlynw;Yes, I believe I responded to a different ticket to that effect. Currently the fact sheet content has been added and is sufficient for launch."
Display of my task assignments,CGAA-775,16411,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,leslieg,05/May/15 8:25 AM,26/Jul/15 1:22 PM,13/Feb/18 9:40 PM,,,mutp: min test answer authorin,,0,,,"As a member of the editorial team logging into the site 
I can view all open items assigned to me
so I determine my plan for accomplishing the work",,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,22/Jul/15 5:06 AM;kay v;assigned task block on user landing page minimized view --proposed.png;https://ownsourcing.atlassian.net/secure/attachment/14509/assigned+task+block+on+user+landing+page+minimized+view+--proposed.png,,,,3.0,4=Unknown,{},CGAA-5,,1|hzzlsl:zzzzzzzv,Phase2 Sprint9,,,,,,,
funnel user experience that avoids cul-de-sacs,CGAA-811,16624,Story,Closed,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,Fixed,,kay v,kay v,14/Jun/15 9:51 PM,07/Jul/15 8:42 AM,13/Feb/18 9:40 PM,02/Jul/15 5:42 PM,,,,0,,,"As an anonymous user
I can drill into concept pages like quizzes, polls & themes from the homepage or the menu and see a list of additional content of the same type (if any exists)
so that I can visit other such pages without needing to backtrack

concept approved by client during 6/12/15 Demo",http://gaacrrc1slhkxus6pu.devcloud.acquia-sites.com/ (staging),kay v,laci,leslieg,,,,,,,,,,,CGAA-550,,,,,,,,,,,,,,,,,,3.0,4=Unknown,{},CGAA-113,,1|i001na:zz,Phase2 Sprint8,,,2015-06-15 16:32:00.783,"15/Jun/15 12:32 PM;laci;This is a developer documentation how a funnel should be built by using two views.

- First view lists the latest (three) items with their full view mode (to be used at the top of the section page, see below), and it is called something like ""Latest (three) Polls"", and it does not have a title.
- Second view displays the stuff to be displayed on the front page (as a block, may be unneeded), the section page and the ""all but the current"" block, and it is called something like ""Polls"".
-- First display is a page and it is called simply ""Page"":
--- lists all but the latest (three) items with its (their) teaser view mode,
--- has the title ""Polls"",
--- the header contains the first view.
-- Second display is a block (for the front page, if needed) and it is called simply ""Block"":
--- lists the latest (three) items with its (their) full view mode,
--- does not have a title,
--- the header is a link to /section with the text ""Weekly Poll"",
--- the footer is also a link to /section with the text ""More polls"".
-- Third display is a block (for the node pages) and it is called ""Block (excluder)"":
--- lists the all the items with their teaser view mode, but the current one (as a contextual filter, and a second tricky PHP contextual filter in case of collections that filters for the same type that the current collection node has),
--- does not have headers nor footers,
--- the title of the display is ""More polls"".
- Block setup is as follows.
-- The ""View: Polls: Block (excluder)"" block is at the bottom of the ""Content"" region, only for the ""Poll"" content type.
-- The ""View: Polls"" block is in the ""Second sidebar"" region, only for the front page.

This is the generic overview of the funnels. Pretty much every funnels have some exceptions.

- Quizzes: as the reveal module can only handle one quiz on a page (ATM), only the latest quiz is displayed with its full view mode at /quizzes.
- ""Themes of the Week"" is only one type of a Collection node, and block visibility is tied to CTs – so the same block should handle all the different types of the same type.
-- Contextually filtering by the current node's ID *and* a field of it is not supported by Views, so this second contextual filter is done as PHP code that loads the node from the first contextual filter and applies the type_of_collection from that.
-- This allows having one single display for all types of a collection, but limits to have the same label for that list for every types of a collection.
-- Eventually this block could be replaced some easy-to-understand custom code that allows greater flexibility.
- As ""Themes of the Week"", ""New Q&As"" and ""Fact sheets"" should all have a section page, the same view should have a different page display for each of them, with different titles, headers and no result behaviors.
- As ""Themes of the Week"" and ""New Q&As"" should both have a block on the front page, the same view should have a different block display for both of them, with different headers, footers, no result behaviors and fields displayed in a semantically better way.
- As ""Fact sheets"" are to be ordered by their title, it does not make sense to have the first with its full view mode and the others with their teaser view mode, so there is no block display in the first view for ""Fact sheets"", and the page display for ""Fact sheets"" in the second view lists all the collections with this type with their teaser view mode.
- EVA cannot be used:
-- the full view mode would contain an EVA that lists all the ""other"" stuff of the same kind,
-- if there is even one case which displays one node with its full view mode and some other nodes below it with their teaser view mode, we cannot avoid having the same ""other"" node listed at both places.","16/Jun/15 2:00 PM;leslieg;If I understand the developer documentation, the first and third blocks display teaser items for the remaining polls, quizzes and themes.  My recollection is that we were going to display some of the remaining items (5 perhaps) and then have a ""read more"" link with pagination for the user to get to the rest of them.  There could be hundreds of old polls for example and we wouldn't want to list 100 teasers in the block.  I believe the more links were in http://gaacrrc19jsqeqv2dj.devcloud.acquia-sites.com for the demo on 6/12 for at least some of the funneling types.",18/Jun/15 4:03 AM;laci;None of those pages should have 100s of content items on them as all of them should have pagination enabled.,02/Jul/15 5:42 PM;leslieg;working as expected
Blocked user content is reassigned,CGAA-345,15163,Story,Closed,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,Won't Do,,leslieg,leslieg,02/Jan/15 6:25 PM,17/Jun/15 9:30 PM,13/Feb/18 9:40 PM,17/Jun/15 9:30 PM,,,,0,,,"As a blocked user
my content needs to be assigned to a generic id
so that it can be migrated",,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4=Unknown,{},CGAA-4,,1|hzzx67:,,,,,17/Jun/15 9:30 PM;leslieg;blocked users are being migrated so their content is still assgined to them,,,
Administrator can create a quick quiz,CGAA-179,12122,Story,Closed,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,Duplicate,,leslieg,leslieg,13/May/14 9:21 AM,05/May/15 6:36 AM,13/Feb/18 9:40 PM,05/May/15 6:27 AM,,,,0,,,As an administrator of the Go Ask Alice website I would like to add quick quizzes to the site,,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4=Unknown,{},CGAA-113,,1|hzzx3j:,,,,,05/May/15 6:27 AM;leslieg;dup of CGAA-164,,,
Legal issue tools,CGAA-271,14612,Story,Closed,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,Won't Fix,,leslieg,leslieg,25/Nov/14 10:51 AM,05/Apr/15 11:31 PM,13/Feb/18 9:40 PM,05/Apr/15 11:31 PM,,,,0,,,As the legal defense team at GAA I can understand how decisions were made,,kay v,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4=Unknown,{},CGAA-19,,1|hzzyfb:,,,,2015-04-06 03:31:00.539,"05/Apr/15 11:31 PM;kay v;Uncertain this story comes from the client, and specific tools of the sort sound out of scope.",,,
Submission needs another team member's attention ,CGAA-358,15176,Story,Closed,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,Duplicate,,leslieg,leslieg,10/Jan/15 3:02 PM,27/Mar/15 9:32 AM,13/Feb/18 9:40 PM,27/Mar/15 9:30 AM,,,,0,,,"*Feature*
As a member of the editorial team, I can indicate that a submission needs another team member's attention 

applies to
- media inquiries (does not affect content; shouldn't have a queue --needs user story)
- comments/corrections/feedback (may affect content; often switched to another queue --needs user story)
- content/collab (does not affect content; shouldn't have a queue --needs user story)
- questions
- reader responses

considerations
- ergonomics --create notification while still in queue 
- accountability --track each step of the process",,kay v,leslieg,,,,,,,,,,,,CGAA-363,,,,,,,,,,,,,,,,,,3.0,2=Likely,{},CGAA-5,,1|hzzq1r:,,,,2015-03-27 13:30:57.513,"27/Mar/15 9:30 AM;kay v;subset of functionality on ticket cgaa-354 Indicate intent for content, progress, etc.",,,
scheduled reviews,CGAA-442,15375,Story,Closed,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,Duplicate,,fletcher b,fletcher b,02/Feb/15 4:16 PM,08/Mar/15 10:24 PM,13/Feb/18 9:40 PM,08/Mar/15 10:24 PM,,,,0,,,"from demo 1 notes, not sure what this refers to",,fletcher b,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4=Unknown,{},,,1|hzzzfb:,,,,2015-03-09 02:24:27.481,08/Mar/15 10:24 PM;leslieg;duplicate of cgaa-25,,,
All reader responses are linked to the Q&A,CGAA-399,15314,Story,Closed,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,Duplicate,,leslieg,leslieg,23/Jan/15 12:15 AM,23/Jan/15 1:22 AM,13/Feb/18 9:40 PM,23/Jan/15 1:22 AM,,,,0,,,"As a visitor to a licensee site
the reader comment I add is saved to the GAA Q&A
so that my comment, if published, is displayed on the Q&A on all licensee sites 
",,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,{},CGAA-7,,1|hzzz7j:,,,,,23/Jan/15 1:22 AM;leslieg;Duplicate of CGAA-401,,,
Permissions on licensee sites will be the same,CGAA-397,15312,Story,Closed,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,Duplicate,,leslieg,leslieg,23/Jan/15 12:06 AM,23/Jan/15 12:28 AM,13/Feb/18 9:40 PM,23/Jan/15 12:27 AM,,,,0,,,"As a user of any of the licensee sites
my permissions will be the same as users of all of the other licensee sites
to allow GAA to control permissions ",,kay v,leslieg,,,,,,,,,,,CGAA-396,,,,,,,,,,,,,,,,,,,3.0,,{},CGAA-7,,1|hzzz73:,,,,2015-01-23 05:27:46.132,23/Jan/15 12:27 AM;kay v;subset of requirements described at https://ownsourcing.atlassian.net/browse/CGAA-396,,,
Site visitor can subscribe to email blast of questions,CGAA-187,12130,Story,Closed,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,Duplicate,,leslieg,leslieg,13/May/14 9:23 PM,11/Jan/15 12:37 PM,13/Feb/18 9:40 PM,11/Jan/15 12:37 PM,,,,0,Accessibility,,As a visitor to the Go Ask Alice website I would like to subscribe to an email blast of questions,,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,{},CGAA-113,,1|hzzx33:,,,,,11/Jan/15 12:37 PM;leslieg;duplicate of CGAA-359,,,
Quiz taker views their results and correct answers,CGAA-163,12104,Story,Closed,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,Duplicate,,nicl,nicl,12/May/14 9:21 AM,11/Jan/15 12:19 PM,13/Feb/18 9:40 PM,11/Jan/15 12:19 PM,,,,0,Accessibility,,"As a quiz taker
I want to view my results and the correct answers
in order to understand how much I know about the subject",,leslieg,nicl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,{},CGAA-113,,1|hzzx1r:,,,,2015-01-11 17:19:26.518,11/Jan/15 12:19 PM;leslieg;Duplicate of CGAA-178,,,
